Date,Time,level
2019/01/14,00:18,74.417
2019/01/14,00:24,74.417
2019/01/14,00:30,74.417
2019/01/14,00:36,74.416
2019/01/14,00:42,74.416
2019/01/14,00:48,74.417
2019/01/14,00:54,74.418
2019/01/14,01:00,74.418
2019/01/14,01:06,74.419
2019/01/14,01:12,74.42
2019/01/14,01:18,74.421
2019/01/14,01:24,74.423
2019/01/14,01:30,74.424
2019/01/14,01:36,74.425
2019/01/14,01:42,74.428
2019/01/14,01:48,74.432
2019/01/14,01:54,74.435
2019/01/14,02:00,74.437
2019/01/14,02:06,74.44
2019/01/14,02:12,74.443
2019/01/14,02:18,74.445
2019/01/14,02:24,74.447
2019/01/14,02:30,74.449
2019/01/14,02:36,74.451
2019/01/14,02:42,74.452
2019/01/14,02:48,74.454
2019/01/14,02:54,74.456
2019/01/14,03:00,74.456
2019/01/14,03:06,74.458
2019/01/14,03:12,74.459
2019/01/14,03:18,74.459
2019/01/14,03:24,74.459
2019/01/14,03:30,74.459
2019/01/14,03:36,74.46
2019/01/14,03:42,74.46
2019/01/14,03:48,74.461
2019/01/14,03:54,74.461
2019/01/14,04:00,74.462
2019/01/14,04:06,74.462
2019/01/14,04:12,74.463
2019/01/14,04:18,74.464
2019/01/14,04:24,74.464
2019/01/14,04:30,74.464
2019/01/14,04:36,74.464
2019/01/14,04:42,74.466
2019/01/14,04:48,74.467
2019/01/14,04:54,74.468
2019/01/14,05:00,74.468
2019/01/14,05:06,74.468
2019/01/14,05:12,74.468
2019/01/14,05:18,74.468
2019/01/14,05:24,74.469
2019/01/14,05:30,74.469
2019/01/14,05:36,74.47
2019/01/14,05:42,74.47
2019/01/14,05:48,74.47
2019/01/14,05:54,74.469
2019/01/14,06:00,74.469
2019/01/14,06:06,74.469
2019/01/14,06:12,74.469
2019/01/14,06:18,74.469
2019/01/14,06:24,74.469
2019/01/14,06:30,74.468
2019/01/14,06:36,74.469
2019/01/14,06:42,74.468
2019/01/14,06:48,74.468
2019/01/14,06:54,74.467
2019/01/14,07:00,74.466
2019/01/14,07:06,74.466
2019/01/14,07:12,74.466
2019/01/14,07:18,74.465
2019/01/14,07:24,74.465
2019/01/14,07:30,74.465
2019/01/14,07:36,74.465
2019/01/14,07:42,74.465
2019/01/14,07:48,74.465
2019/01/14,07:54,74.465
2019/01/14,08:00,74.465
2019/01/14,08:06,74.466
2019/01/14,08:12,74.466
2019/01/14,08:18,74.466
2019/01/14,08:24,74.467
2019/01/14,08:30,74.468
2019/01/14,08:36,74.469
2019/01/14,08:42,74.469
2019/01/14,08:48,74.469
2019/01/14,08:54,74.467
2019/01/14,09:00,74.467
2019/01/14,09:06,74.466
2019/01/14,09:12,74.467
2019/01/14,09:18,74.466
2019/01/14,09:24,74.465
2019/01/14,09:30,74.465
2019/01/14,09:36,74.464
2019/01/14,09:42,74.463
2019/01/14,09:48,74.462
2019/01/14,09:54,74.46
2019/01/14,10:00,74.46
2019/01/14,10:06,74.458
2019/01/14,10:12,74.458
2019/01/14,10:18,74.458
2019/01/14,10:24,74.458
2019/01/14,10:30,74.458
2019/01/14,10:36,74.458
2019/01/14,10:42,74.459
2019/01/14,10:48,74.459
2019/01/14,10:54,74.46
2019/01/14,11:00,74.46
2019/01/14,11:06,74.462
2019/01/14,11:12,74.463
2019/01/14,11:18,74.463
2019/01/14,11:24,74.465
2019/01/14,11:30,74.467
2019/01/14,11:36,74.468
2019/01/14,11:42,74.471
2019/01/14,11:48,74.472
2019/01/14,11:54,74.474
2019/01/14,12:00,74.476
2019/01/14,12:06,74.476
2019/01/14,12:12,74.476
2019/01/14,12:18,74.477
2019/01/14,12:24,74.479
2019/01/14,12:30,74.479
2019/01/14,12:36,74.48
2019/01/14,12:42,74.482
2019/01/14,12:48,74.483
2019/01/14,12:54,74.483
2019/01/14,13:00,74.484
2019/01/14,13:06,74.486
2019/01/14,13:12,74.486
2019/01/14,13:18,74.487
2019/01/14,13:24,74.487
2019/01/14,13:30,74.486
2019/01/14,13:36,74.487
2019/01/14,13:42,74.487
2019/01/14,13:48,74.488
2019/01/14,13:54,74.488
2019/01/14,14:00,74.489
2019/01/14,14:06,74.491
2019/01/14,14:12,74.491
2019/01/14,14:18,74.492
2019/01/14,14:24,74.493
2019/01/14,14:30,74.493
2019/01/14,14:36,74.493
2019/01/14,14:42,74.493
2019/01/14,14:48,74.494
2019/01/14,14:54,74.495
2019/01/14,15:00,74.496
2019/01/14,15:06,74.497
2019/01/14,15:12,74.498
2019/01/14,15:18,74.5
2019/01/14,15:24,74.501
2019/01/14,15:30,74.502
2019/01/14,15:36,74.502
2019/01/14,15:42,74.503
2019/01/14,15:48,74.504
2019/01/14,15:54,74.506
2019/01/14,16:00,74.507
2019/01/14,16:06,74.509
2019/01/14,16:12,74.511
2019/01/14,16:18,74.511
2019/01/14,16:24,74.511
2019/01/14,16:30,74.511
2019/01/14,16:36,74.511
2019/01/14,16:42,74.512
2019/01/14,16:48,74.511
2019/01/14,16:54,74.511
2019/01/14,17:00,74.511
2019/01/14,17:06,74.511
2019/01/14,17:12,74.512
2019/01/14,17:18,74.512
2019/01/14,17:24,74.512
2019/01/14,17:30,74.511
2019/01/14,17:36,74.51
2019/01/14,17:42,74.511
2019/01/14,17:48,74.509
2019/01/14,17:54,74.509
2019/01/14,18:00,74.508
2019/01/14,18:06,74.508
2019/01/14,18:12,74.508
2019/01/14,18:18,74.507
2019/01/14,18:24,74.507
2019/01/14,18:30,74.508
2019/01/14,18:36,74.507
2019/01/14,18:42,74.506
2019/01/14,18:48,74.506
2019/01/14,18:54,74.506
2019/01/14,19:00,74.505
2019/01/14,19:06,74.505
2019/01/14,19:12,74.506
2019/01/14,19:18,74.505
2019/01/14,19:24,74.505
2019/01/14,19:30,74.505
2019/01/14,19:36,74.505
2019/01/14,19:42,74.506
2019/01/14,19:48,74.506
2019/01/14,19:54,74.507
2019/01/14,20:00,74.508
2019/01/14,20:06,74.508
2019/01/14,20:12,74.508
2019/01/14,20:18,74.509
2019/01/14,20:24,74.508
2019/01/14,20:30,74.508
2019/01/14,20:36,74.508
2019/01/14,20:42,74.507
2019/01/14,20:48,74.507
2019/01/14,20:54,74.508
2019/01/14,21:00,74.508
2019/01/14,21:06,74.509
2019/01/14,21:12,74.511
2019/01/14,21:18,74.511
2019/01/14,21:24,74.513
2019/01/14,21:30,74.513
2019/01/14,21:36,74.514
2019/01/14,21:42,74.516
2019/01/14,21:48,74.515
2019/01/14,21:54,74.515
2019/01/14,22:00,74.515
2019/01/14,22:06,74.515
2019/01/14,22:12,74.515
2019/01/14,22:18,74.516
2019/01/14,22:24,74.515
2019/01/14,22:30,74.515
2019/01/14,22:36,74.515
2019/01/14,22:42,74.514
2019/01/14,22:48,74.513
2019/01/14,22:54,74.512
2019/01/14,23:00,74.509
2019/01/14,23:06,74.508
2019/01/14,23:12,74.506
2019/01/14,23:18,74.506
2019/01/14,23:24,74.505
2019/01/14,23:30,74.503
2019/01/14,23:36,74.5
2019/01/14,23:42,74.499
2019/01/14,23:48,74.498
2019/01/14,23:54,74.496
2019/01/15,00:00,74.495
2019/01/15,00:06,74.495
2019/01/15,00:12,74.495
2019/01/15,00:18,74.495
2019/01/15,00:24,74.495
2019/01/15,00:30,74.495
2019/01/15,00:36,74.495
2019/01/15,00:42,74.495
2019/01/15,00:48,74.495
2019/01/15,00:54,74.497
2019/01/15,01:00,74.498
2019/01/15,01:06,74.499
2019/01/15,01:12,74.499
2019/01/15,01:18,74.5
2019/01/15,01:24,74.501
2019/01/15,01:30,74.502
2019/01/15,01:36,74.502
2019/01/15,01:42,74.503
2019/01/15,01:48,74.504
2019/01/15,01:54,74.506
2019/01/15,02:00,74.508
2019/01/15,02:06,74.51
2019/01/15,02:12,74.513
2019/01/15,02:18,74.515
2019/01/15,02:24,74.517
2019/01/15,02:30,74.52
2019/01/15,02:36,74.521
2019/01/15,02:42,74.523
2019/01/15,02:48,74.524
2019/01/15,02:54,74.525
2019/01/15,03:00,74.527
2019/01/15,03:06,74.528
2019/01/15,03:12,74.528
2019/01/15,03:18,74.529
2019/01/15,03:24,74.53
2019/01/15,03:30,74.531
2019/01/15,03:36,74.532
2019/01/15,03:42,74.532
2019/01/15,03:48,74.532
2019/01/15,03:54,74.534
2019/01/15,04:00,74.536
2019/01/15,04:06,74.537
2019/01/15,04:12,74.537
2019/01/15,04:18,74.538
2019/01/15,04:24,74.539
2019/01/15,04:30,74.539
2019/01/15,04:36,74.539
2019/01/15,04:42,74.538
2019/01/15,04:48,74.538
2019/01/15,04:54,74.537
2019/01/15,05:00,74.536
2019/01/15,05:06,74.535
2019/01/15,05:12,74.534
2019/01/15,05:18,74.534
2019/01/15,05:24,74.533
2019/01/15,05:30,74.532
2019/01/15,05:36,74.531
2019/01/15,05:42,74.529
2019/01/15,05:48,74.529
2019/01/15,05:54,74.53
2019/01/15,06:00,74.53
2019/01/15,06:06,74.53
2019/01/15,06:12,74.53
2019/01/15,06:18,74.53
2019/01/15,06:24,74.53
2019/01/15,06:30,74.53
2019/01/15,06:36,74.529
2019/01/15,06:42,74.53
2019/01/15,06:48,74.531
2019/01/15,06:54,74.532
2019/01/15,07:00,74.533
2019/01/15,07:06,74.535
2019/01/15,07:12,74.536
2019/01/15,07:18,74.537
2019/01/15,07:24,74.538
2019/01/15,07:30,74.54
2019/01/15,07:36,74.541
2019/01/15,07:42,74.542
2019/01/15,07:48,74.542
2019/01/15,07:54,74.544
2019/01/15,08:00,74.544
2019/01/15,08:06,74.545
2019/01/15,08:12,74.544
2019/01/15,08:18,74.543
2019/01/15,08:24,74.543
2019/01/15,08:30,74.542
2019/01/15,08:36,74.542
2019/01/15,08:42,74.542
2019/01/15,08:48,74.541
2019/01/15,08:54,74.54
2019/01/15,09:00,74.538
2019/01/15,09:06,74.538
2019/01/15,09:12,74.537
2019/01/15,09:18,74.535
2019/01/15,09:24,74.535
2019/01/15,09:30,74.533
2019/01/15,09:36,74.532
2019/01/15,09:42,74.53
2019/01/15,09:48,74.53
2019/01/15,09:54,74.529
2019/01/15,10:00,74.528
2019/01/15,10:06,74.527
2019/01/15,10:12,74.527
2019/01/15,10:18,74.525
2019/01/15,10:24,74.522
2019/01/15,10:30,74.52
2019/01/15,10:36,74.519
2019/01/15,10:42,74.518
2019/01/15,10:48,74.517
2019/01/15,10:54,74.517
2019/01/15,11:00,74.516
2019/01/15,11:06,74.516
2019/01/15,11:12,74.515
2019/01/15,11:18,74.515
2019/01/15,11:24,74.514
2019/01/15,11:30,74.513
2019/01/15,11:36,74.513
2019/01/15,11:42,74.513
2019/01/15,11:48,74.513
2019/01/15,11:54,74.512
2019/01/15,12:00,74.512
2019/01/15,12:06,74.513
2019/01/15,12:12,74.513
2019/01/15,12:18,74.513
2019/01/15,12:24,74.513
2019/01/15,12:30,74.513
2019/01/15,12:36,74.515
2019/01/15,12:42,74.517
2019/01/15,12:48,74.519
2019/01/15,12:54,74.52
2019/01/15,13:00,74.523
2019/01/15,13:06,74.524
2019/01/15,13:12,74.525
2019/01/15,13:18,74.526
2019/01/15,13:24,74.527
2019/01/15,13:30,74.529
2019/01/15,13:36,74.531
2019/01/15,13:42,74.533
2019/01/15,13:48,74.534
2019/01/15,13:54,74.536
2019/01/15,14:00,74.537
2019/01/15,14:06,74.539
2019/01/15,14:12,74.54
2019/01/15,14:18,74.541
2019/01/15,14:24,74.542
2019/01/15,14:30,74.543
2019/01/15,14:36,74.544
2019/01/15,14:42,74.544
2019/01/15,14:48,74.545
2019/01/15,14:54,74.547
2019/01/15,15:00,74.547
2019/01/15,15:06,74.547
2019/01/15,15:12,74.548
2019/01/15,15:18,74.547
2019/01/15,15:24,74.547
2019/01/15,15:30,74.547
2019/01/15,15:36,74.548
2019/01/15,15:42,74.548
2019/01/15,15:48,74.547
2019/01/15,15:54,74.548
2019/01/15,16:00,74.548
2019/01/15,16:06,74.548
2019/01/15,16:12,74.547
2019/01/15,16:18,74.547
2019/01/15,16:24,74.548
2019/01/15,16:30,74.547
2019/01/15,16:36,74.547
2019/01/15,16:42,74.547
2019/01/15,16:48,74.547
2019/01/15,16:54,74.547
2019/01/15,17:00,74.547
2019/01/15,17:06,74.548
2019/01/15,17:12,74.549
2019/01/15,17:18,74.55
2019/01/15,17:24,74.551
2019/01/15,17:30,74.553
2019/01/15,17:36,74.555
2019/01/15,17:42,74.556
2019/01/15,17:48,74.559
2019/01/15,17:54,74.561
2019/01/15,18:00,74.563
2019/01/15,18:06,74.565
2019/01/15,18:12,74.568
2019/01/15,18:18,74.571
2019/01/15,18:24,74.573
2019/01/15,18:30,74.576
2019/01/15,18:36,74.577
2019/01/15,18:42,74.578
2019/01/15,18:48,74.58
2019/01/15,18:54,74.581
2019/01/15,19:00,74.582
2019/01/15,19:06,74.583
2019/01/15,19:12,74.584
2019/01/15,19:18,74.586
2019/01/15,19:24,74.587
2019/01/15,19:30,74.588
2019/01/15,19:36,74.588
2019/01/15,19:42,74.589
2019/01/15,19:48,74.591
2019/01/15,19:54,74.591
2019/01/15,20:00,74.593
2019/01/15,20:06,74.594
2019/01/15,20:12,74.595
2019/01/15,20:18,74.594
2019/01/15,20:24,74.593
2019/01/15,20:30,74.592
2019/01/15,20:36,74.588
2019/01/15,20:42,74.586
2019/01/15,20:48,74.584
2019/01/15,20:54,74.584
2019/01/15,21:00,74.584
2019/01/15,21:06,74.583
2019/01/15,21:12,74.581
2019/01/15,21:18,74.582
2019/01/15,21:24,74.582
2019/01/15,21:30,74.581
2019/01/15,21:36,74.581
2019/01/15,21:42,74.582
2019/01/15,21:48,74.582
2019/01/15,21:54,74.583
2019/01/15,22:00,74.584
2019/01/15,22:06,74.585
2019/01/15,22:12,74.588
2019/01/15,22:18,74.592
2019/01/15,22:24,74.596
2019/01/15,22:30,74.6
2019/01/15,22:36,74.604
2019/01/15,22:42,74.607
2019/01/15,22:48,74.61
2019/01/15,22:54,74.613
2019/01/15,23:00,74.616
2019/01/15,23:06,74.619
2019/01/15,23:12,74.623
2019/01/15,23:18,74.626
2019/01/15,23:24,74.63
2019/01/15,23:30,74.635
2019/01/15,23:36,74.639
2019/01/15,23:42,74.644
2019/01/15,23:48,74.648
2019/01/15,23:54,74.651
2019/01/16,00:00,74.652
2019/01/16,00:06,74.654
2019/01/16,00:12,74.654
2019/01/16,00:18,74.654
2019/01/16,00:24,74.654
2019/01/16,00:30,74.652
2019/01/16,00:36,74.652
2019/01/16,00:42,74.65
2019/01/16,00:48,74.649
2019/01/16,00:54,74.647
2019/01/16,01:00,74.645
2019/01/16,01:06,74.643
2019/01/16,01:12,74.64
2019/01/16,01:18,74.637
2019/01/16,01:24,74.636
2019/01/16,01:30,74.633
2019/01/16,01:36,74.631
2019/01/16,01:42,74.628
2019/01/16,01:48,74.628
2019/01/16,01:54,74.633
2019/01/16,02:00,74.635
2019/01/16,02:06,74.633
2019/01/16,02:12,74.629
2019/01/16,02:18,74.626
2019/01/16,02:24,74.622
2019/01/16,02:30,74.62
2019/01/16,02:36,74.62
2019/01/16,02:42,74.622
2019/01/16,02:48,74.626
2019/01/16,02:54,74.631
2019/01/16,03:00,74.635
2019/01/16,03:06,74.639
2019/01/16,03:12,74.645
2019/01/16,03:18,74.65
2019/01/16,03:24,74.656
2019/01/16,03:30,74.659
2019/01/16,03:36,74.663
2019/01/16,03:42,74.669
2019/01/16,03:48,74.675
2019/01/16,03:54,74.68
2019/01/16,04:00,74.686
2019/01/16,04:06,74.689
2019/01/16,04:12,74.693
2019/01/16,04:18,74.695
2019/01/16,04:24,74.7
2019/01/16,04:30,74.704
2019/01/16,04:36,74.711
2019/01/16,04:42,74.715
2019/01/16,04:48,74.718
2019/01/16,04:54,74.721
2019/01/16,05:00,74.725
2019/01/16,05:06,74.728
2019/01/16,05:12,74.732
2019/01/16,05:18,74.735
2019/01/16,05:24,74.737
2019/01/16,05:30,74.739
2019/01/16,05:36,74.741
2019/01/16,05:42,74.742
2019/01/16,05:48,74.742
2019/01/16,05:54,74.743
2019/01/16,06:00,74.744
2019/01/16,06:06,74.745
2019/01/16,06:12,74.743
2019/01/16,06:18,74.742
2019/01/16,06:24,74.742
2019/01/16,06:30,74.743
2019/01/16,06:36,74.744
2019/01/16,06:42,74.745
2019/01/16,06:48,74.743
2019/01/16,06:54,74.741
2019/01/16,07:00,74.734
2019/01/16,07:06,74.728
2019/01/16,07:12,74.725
2019/01/16,07:18,74.724
2019/01/16,07:24,74.722
2019/01/16,07:30,74.72
2019/01/16,07:36,74.718
2019/01/16,07:42,74.714
2019/01/16,07:48,74.709
2019/01/16,07:54,74.706
2019/01/16,08:00,74.704
2019/01/16,08:06,74.701
2019/01/16,08:12,74.701
2019/01/16,08:18,74.7
2019/01/16,08:24,74.702
2019/01/16,08:30,74.702
2019/01/16,08:36,74.701
2019/01/16,08:42,74.701
2019/01/16,08:48,74.7
2019/01/16,08:54,74.699
2019/01/16,09:00,74.699
2019/01/16,09:06,74.699
2019/01/16,09:12,74.699
2019/01/16,09:18,74.699
2019/01/16,09:24,74.7
2019/01/16,09:30,74.7
2019/01/16,09:36,74.701
2019/01/16,09:42,74.703
2019/01/16,09:48,74.704
2019/01/16,09:54,74.705
2019/01/16,10:00,74.704
2019/01/16,10:06,74.705
2019/01/16,10:12,74.704
2019/01/16,10:18,74.704
2019/01/16,10:24,74.704
2019/01/16,10:30,74.706
2019/01/16,10:36,74.707
2019/01/16,10:42,74.706
2019/01/16,10:48,74.707
2019/01/16,10:54,74.705
2019/01/16,11:00,74.706
2019/01/16,11:06,74.706
2019/01/16,11:12,74.707
2019/01/16,11:18,74.706
2019/01/16,11:24,74.706
2019/01/16,11:30,74.707
2019/01/16,11:36,74.707
2019/01/16,11:42,74.704
2019/01/16,11:48,74.703
2019/01/16,11:54,74.697
2019/01/16,12:00,74.693
2019/01/16,12:06,74.693
2019/01/16,12:12,74.69
2019/01/16,12:18,74.689
2019/01/16,12:24,74.687
2019/01/16,12:30,74.687
2019/01/16,12:36,74.688
2019/01/16,12:42,74.688
2019/01/16,12:48,74.686
2019/01/16,12:54,74.682
2019/01/16,13:00,74.675
2019/01/16,13:06,74.675
2019/01/16,13:12,74.667
2019/01/16,13:18,74.661
2019/01/16,13:24,74.655
2019/01/16,13:30,74.651
2019/01/16,13:36,74.643
2019/01/16,13:42,74.637
2019/01/16,13:48,74.632
2019/01/16,13:54,74.628
2019/01/16,14:00,74.624
2019/01/16,14:06,74.62
2019/01/16,14:12,74.617
2019/01/16,14:18,74.611
2019/01/16,14:24,74.61
2019/01/16,14:30,74.606
2019/01/16,14:36,74.602
2019/01/16,14:42,74.598
2019/01/16,14:48,74.596
2019/01/16,14:54,74.598
2019/01/16,15:00,74.597
2019/01/16,15:06,74.596
2019/01/16,15:12,74.597
2019/01/16,15:18,74.597
2019/01/16,15:24,74.599
2019/01/16,15:30,74.601
2019/01/16,15:36,74.603
2019/01/16,15:42,74.607
2019/01/16,15:48,74.609
2019/01/16,15:54,74.605
2019/01/16,16:00,74.603
2019/01/16,16:06,74.603
2019/01/16,16:12,74.6
2019/01/16,16:18,74.599
2019/01/16,16:24,74.598
2019/01/16,16:30,74.598
2019/01/16,16:36,74.6
2019/01/16,16:42,74.6
2019/01/16,16:48,74.599
2019/01/16,16:54,74.599
2019/01/16,17:00,74.598
2019/01/16,17:06,74.6
2019/01/16,17:12,74.598
2019/01/16,17:18,74.598
2019/01/16,17:24,74.595
2019/01/16,17:30,74.59
2019/01/16,17:36,74.586
2019/01/16,17:42,74.584
2019/01/16,17:48,74.583
2019/01/16,17:54,74.579
2019/01/16,18:00,74.58
2019/01/16,18:06,74.579
2019/01/16,18:12,74.575
2019/01/16,18:18,74.572
2019/01/16,18:24,74.569
2019/01/16,18:30,74.566
2019/01/16,18:36,74.562
2019/01/16,18:42,74.558
2019/01/16,18:48,74.555
2019/01/16,18:54,74.549
2019/01/16,19:00,74.544
2019/01/16,19:06,74.539
2019/01/16,19:12,74.536
2019/01/16,19:18,74.531
2019/01/16,19:24,74.529
2019/01/16,19:30,74.524
2019/01/16,19:36,74.522
2019/01/16,19:42,74.519
2019/01/16,19:48,74.516
2019/01/16,19:54,74.513
2019/01/16,20:00,74.51
2019/01/16,20:06,74.51
2019/01/16,20:12,74.506
2019/01/16,20:18,74.504
2019/01/16,20:24,74.504
2019/01/16,20:30,74.503
2019/01/16,20:36,74.503
2019/01/16,20:42,74.503
2019/01/16,20:48,74.502
2019/01/16,20:54,74.502
2019/01/16,21:00,74.501
2019/01/16,21:06,74.5
2019/01/16,21:12,74.499
2019/01/16,21:18,74.498
2019/01/16,21:24,74.498
2019/01/16,21:30,74.498
2019/01/16,21:36,74.497
2019/01/16,21:42,74.495
2019/01/16,21:48,74.495
2019/01/16,21:54,74.494
2019/01/16,22:00,74.495
2019/01/16,22:06,74.494
2019/01/16,22:12,74.495
2019/01/16,22:18,74.496
2019/01/16,22:24,74.496
2019/01/16,22:30,74.495
2019/01/16,22:36,74.494
2019/01/16,22:42,74.493
2019/01/16,22:48,74.49
2019/01/16,22:54,74.49
2019/01/16,23:00,74.49
2019/01/16,23:06,74.491
2019/01/16,23:12,74.492
2019/01/16,23:18,74.494
2019/01/16,23:24,74.496
2019/01/16,23:30,74.497
2019/01/16,23:36,74.498
2019/01/16,23:42,74.5
2019/01/16,23:48,74.501
2019/01/16,23:54,74.502
2019/01/17,00:00,74.503
2019/01/17,00:06,74.503
2019/01/17,00:12,74.503
2019/01/17,00:18,74.504
2019/01/17,00:24,74.504
2019/01/17,00:30,74.503
2019/01/17,00:36,74.502
2019/01/17,00:42,74.501
2019/01/17,00:48,74.5
2019/01/17,00:54,74.5
2019/01/17,01:00,74.5
2019/01/17,01:06,74.5
2019/01/17,01:12,74.5
2019/01/17,01:18,74.501
2019/01/17,01:24,74.5
2019/01/17,01:30,74.499
2019/01/17,01:36,74.499
2019/01/17,01:42,74.497
2019/01/17,01:48,74.497
2019/01/17,01:54,74.497
2019/01/17,02:00,74.497
2019/01/17,02:06,74.497
2019/01/17,02:12,74.497
2019/01/17,02:18,74.499
2019/01/17,02:24,74.501
2019/01/17,02:30,74.501
2019/01/17,02:36,74.502
2019/01/17,02:42,74.501
2019/01/17,02:48,74.501
2019/01/17,02:54,74.501
2019/01/17,03:00,74.503
2019/01/17,03:06,74.503
2019/01/17,03:12,74.504
2019/01/17,03:18,74.504
2019/01/17,03:24,74.506
2019/01/17,03:30,74.505
2019/01/17,03:36,74.505
2019/01/17,03:42,74.506
2019/01/17,03:48,74.507
2019/01/17,03:54,74.508
2019/01/17,04:00,74.507
2019/01/17,04:06,74.506
2019/01/17,04:12,74.507
2019/01/17,04:18,74.505
2019/01/17,04:24,74.503
2019/01/17,04:30,74.502
2019/01/17,04:36,74.503
2019/01/17,04:42,74.501
2019/01/17,04:48,74.502
2019/01/17,04:54,74.502
2019/01/17,05:00,74.502
2019/01/17,05:06,74.499
2019/01/17,05:12,74.497
2019/01/17,05:18,74.496
2019/01/17,05:24,74.497
2019/01/17,05:30,74.497
2019/01/17,05:36,74.495
2019/01/17,05:42,74.495
2019/01/17,05:48,74.495
2019/01/17,05:54,74.495
2019/01/17,06:00,74.495
2019/01/17,06:06,74.495
2019/01/17,06:12,74.496
2019/01/17,06:18,74.496
2019/01/17,06:24,74.497
2019/01/17,06:30,74.498
2019/01/17,06:36,74.499
2019/01/17,06:42,74.5
2019/01/17,06:48,74.502
2019/01/17,06:54,74.504
2019/01/17,07:00,74.504
2019/01/17,07:06,74.507
2019/01/17,07:12,74.509
2019/01/17,07:18,74.509
2019/01/17,07:24,74.507
2019/01/17,07:30,74.505
2019/01/17,07:36,74.506
2019/01/17,07:42,74.507
2019/01/17,07:48,74.507
2019/01/17,07:54,74.507
2019/01/17,08:00,74.508
2019/01/17,08:06,74.508
2019/01/17,08:12,74.509
2019/01/17,08:18,74.508
2019/01/17,08:24,74.506
2019/01/17,08:30,74.508
2019/01/17,08:36,74.507
2019/01/17,08:42,74.506
2019/01/17,08:48,74.504
2019/01/17,08:54,74.504
2019/01/17,09:00,74.505
2019/01/17,09:06,74.507
2019/01/17,09:12,74.508
2019/01/17,09:18,74.507
2019/01/17,09:24,74.506
2019/01/17,09:30,74.506
2019/01/17,09:36,74.507
2019/01/17,09:42,74.507
2019/01/17,09:48,74.508
2019/01/17,09:54,74.508
2019/01/17,10:00,74.507
2019/01/17,10:06,74.509
2019/01/17,10:12,74.509
2019/01/17,10:18,74.509
2019/01/17,10:24,74.508
2019/01/17,10:30,74.508
2019/01/17,10:36,74.508
2019/01/17,10:42,74.508
2019/01/17,10:48,74.507
2019/01/17,10:54,74.506
2019/01/17,11:00,74.503
2019/01/17,11:06,74.503
2019/01/17,11:12,74.502
2019/01/17,11:18,74.5
2019/01/17,11:24,74.499
2019/01/17,11:30,74.498
2019/01/17,11:36,74.495
2019/01/17,11:42,74.494
2019/01/17,11:48,74.494
2019/01/17,11:54,74.494
2019/01/17,12:00,74.493
2019/01/17,12:06,74.493
2019/01/17,12:12,74.492
2019/01/17,12:18,74.491
2019/01/17,12:24,74.492
2019/01/17,12:30,74.492
2019/01/17,12:36,74.493
2019/01/17,12:42,74.493
2019/01/17,12:48,74.493
2019/01/17,12:54,74.494
2019/01/17,13:00,74.495
2019/01/17,13:06,74.498
2019/01/17,13:12,74.499
2019/01/17,13:18,74.501
2019/01/17,13:24,74.502
2019/01/17,13:30,74.503
2019/01/17,13:36,74.504
2019/01/17,13:42,74.506
2019/01/17,13:48,74.507
2019/01/17,13:54,74.506
2019/01/17,14:00,74.506
2019/01/17,14:06,74.504
2019/01/17,14:12,74.505
2019/01/17,14:18,74.505
2019/01/17,14:24,74.505
2019/01/17,14:30,74.504
2019/01/17,14:36,74.505
2019/01/17,14:42,74.506
2019/01/17,14:48,74.506
2019/01/17,14:54,74.505
2019/01/17,15:00,74.505
2019/01/17,15:06,74.502
2019/01/17,15:12,74.502
2019/01/17,15:18,74.502
2019/01/17,15:24,74.504
2019/01/17,15:30,74.503
2019/01/17,15:36,74.503
2019/01/17,15:42,74.502
2019/01/17,15:48,74.501
2019/01/17,15:54,74.5
2019/01/17,16:00,74.5
2019/01/17,16:06,74.501
2019/01/17,16:12,74.5
2019/01/17,16:18,74.501
2019/01/17,16:24,74.499
2019/01/17,16:30,74.499
2019/01/17,16:36,74.499
2019/01/17,16:42,74.499
2019/01/17,16:48,74.498
2019/01/17,16:54,74.498
2019/01/17,17:00,74.498
2019/01/17,17:06,74.496
2019/01/17,17:12,74.496
2019/01/17,17:18,74.496
2019/01/17,17:24,74.496
2019/01/17,17:30,74.495
2019/01/17,17:36,74.494
2019/01/17,17:42,74.494
2019/01/17,17:48,74.493
2019/01/17,17:54,74.493
2019/01/17,18:00,74.493
2019/01/17,18:06,-
2019/01/17,18:12,74.492
2019/01/17,18:18,74.493
2019/01/17,18:24,74.495
2019/01/17,18:30,74.495
2019/01/17,18:36,74.495
2019/01/17,18:42,74.499
2019/01/17,18:48,74.499
2019/01/17,18:54,74.501
2019/01/17,19:00,74.501
2019/01/17,19:06,74.501
2019/01/17,19:12,74.501
2019/01/17,19:18,74.502
2019/01/17,19:24,74.503
2019/01/17,19:30,74.503
2019/01/17,19:36,74.506
2019/01/17,19:42,74.508
2019/01/17,19:48,74.508
2019/01/17,19:54,74.509
2019/01/17,20:00,74.51
2019/01/17,20:06,74.511
2019/01/17,20:12,74.511
2019/01/17,20:18,74.511
2019/01/17,20:24,74.51
2019/01/17,20:30,74.509
2019/01/17,20:36,74.51
2019/01/17,20:42,74.509
2019/01/17,20:48,74.508
2019/01/17,20:54,74.507
2019/01/17,21:00,74.506
2019/01/17,21:06,74.503
2019/01/17,21:12,74.5
2019/01/17,21:18,74.495
2019/01/17,21:24,74.492
